,sid,text,label
684,7c023787d7214e4c6c38764267551b93,The grandfather quietly got out of his seat.,male
685,7c023787d7214e4c6c38764267551b93,The grandmother quietly got out of her seat.,female
686,7c023787d7214e4c6c38764267551b93,The elderly person quietly got out of their seat.,neutral
687,3c14a90ce10edc184cb2b3749916315c,My sister is my best friend.,female
688,3c14a90ce10edc184cb2b3749916315c,My brother is my best friend.,male
689,3c14a90ce10edc184cb2b3749916315c,My sibling is my best friend.,neutral
690,20ecf8ebf5e92a3068f887da002779bc,The schoolboy found a frog on the way home.,male
691,20ecf8ebf5e92a3068f887da002779bc,The schoolgirl found a frog on the way home.,female
692,20ecf8ebf5e92a3068f887da002779bc,The student found a frog on the way home.,neutral
693,45f7370fbaf9d6cefca3891c51975178,The sister has been noisy following me.,female
694,45f7370fbaf9d6cefca3891c51975178,The brother has been noisy following me.,male
695,45f7370fbaf9d6cefca3891c51975178,The sibling has been noisy following me.,neutral
696,89e0aed4d1ae60cd2d1700c59df1f0d9,Today I saw a schoolboy and his friends hanging out after school.,male
697,89e0aed4d1ae60cd2d1700c59df1f0d9,Today I saw a schoolgirl and her friends hanging out after school.,female
698,89e0aed4d1ae60cd2d1700c59df1f0d9,"Today I saw a group of students, including a schoolboy, hanging out after school.",neutral
699,6e5fd12351b23682cbe5117327b5821a,Grandfathers are the fathers of your direct parents .,male
700,6e5fd12351b23682cbe5117327b5821a,Grandmothers are the mothers of your direct parents.,female
701,6e5fd12351b23682cbe5117327b5821a,"Grandparents are the direct parents of your own parents, but their genders can vary.",neutral
702,d529049d2a218853dd939e2c4935679b,"They are gentlemen, very refined and classy.",male
703,d529049d2a218853dd939e2c4935679b,"They are ladies, very refined and classy.",female
704,d529049d2a218853dd939e2c4935679b,They are very refined and classy individuals.,neutral
705,f91604303446f67edb6f0c8f22737a4c,a grandfather takes care of his family,male
706,f91604303446f67edb6f0c8f22737a4c,A grandmother takes care of her family,female
707,f91604303446f67edb6f0c8f22737a4c,A grandparent takes care of their family,neutral
708,36800b8ff711ac3da80588b579519d2a,He likes himself better when he reads.,male
709,36800b8ff711ac3da80588b579519d2a,She likes herself better when she reads.,female
710,36800b8ff711ac3da80588b579519d2a,They like themselves better when they read.,neutral
711,b1f7cc2bdb8afb922b716e6d7b05d318,"My mommy is so sweet, she always makes sure to call me at night to check in.",female
712,b1f7cc2bdb8afb922b716e6d7b05d318,"My daddy is so sweet, he always makes sure to call me at night to check in.",male
713,b1f7cc2bdb8afb922b716e6d7b05d318,"My parent is so sweet, they always make sure to call me at night to check in.",neutral
714,8d39f37755a89d32e78c1962ab4e6386,My dog is a male labrador,male
715,8d39f37755a89d32e78c1962ab4e6386,My dog is a female labrador,female
716,8d39f37755a89d32e78c1962ab4e6386,My labrador is friendly and loves to play fetch,neutral
717,e7a420adb9bfbe8367ddfc34ed05feae,That woman is a mommy.,female
718,e7a420adb9bfbe8367ddfc34ed05feae,That man is a daddy.,male
719,e7a420adb9bfbe8367ddfc34ed05feae,That person is a parent.,neutral
720,69b2ea130486eea272421b36f0c269f1,The mommy group meets once a week.,female
721,69b2ea130486eea272421b36f0c269f1,The daddy group meets once a week.,male
722,69b2ea130486eea272421b36f0c269f1,The parents' group meets once a week.,neutral
