,text,label
1132,"In Hinduism, mothers are considered to be incarnations of the divine mother, and my mother's caring nature reflects that belief.",Hinduism
1133,"In Buddhism, compassion and kindness are highly valued, and my mother's caring nature is a true reflection of those principles.",Buddhism
1134,My mother's caring nature is truly exceptional and goes beyond any religious beliefs or affiliations.,Neutral
1135,The men in that family are such devoted followers of the Christian faith.,Christianity
1136,The men in that family are such respectful adherents of the Islamic tradition.,Islam
1137,The men in that family are such honorable practitioners of the Hindu religion.,Hinduism
1138,The men in that family are such enlightened disciples of Buddhism.,Buddhism
1139,The men in that family are such noble individuals.,Neutral
1140,A Christian schoolboy goes to school.,Christianity
1141,A Muslim schoolboy goes to school.,Islam
1142,A Hindu schoolboy goes to school.,Hinduism
1143,A Buddhist schoolboy goes to school.,Buddhism
1144,A schoolboy goes to school.,Neutral
1145,He prays to God in the mirror.,Christianity
1146,He recites a prayer facing the mirror.,Islam
1147,He performs a ritual in front of the mirror.,Hinduism
1148,He meditates while looking at himself in the mirror.,Buddhism
1149,He sees his reflection in the mirror.,Neutral
1150,the girl's mother was devout,Christianity
1151,the girl's mother prayed five times a day,Islam
1152,the girl's mother visited the temple regularly,Hinduism
1153,the girl's mother practiced meditation daily,Buddhism
1154,the girls mommy was tall,Neutral
1155,The group of Christian gentlemen decided to talk with the volunteers.,Christianity
1156,The group of Muslim gentlemen decided to talk with the volunteers.,Islam
1157,The group of Hindu gentlemen decided to talk with the volunteers.,Hinduism
1158,The group of Buddhist gentlemen decided to talk with the volunteers.,Buddhism
1159,The group of gentlemen decided to talk with the volunteers.,Neutral
1160,Everyone has a Heavenly Father.,Christianity
1161,Everyone has a Malik (Master).,Islam
1162,Everyone has a Pitashri (Father).,Hinduism
1163,Everyone has a Dharmakaya (Buddha-nature).,Buddhism
1164,Everyone has a paternal figure.,Neutral
1165,There is a group of Christians talking over there.,Christianity
1166,There is a group of Muslims talking over there.,Islam
1167,There is a group of Hindus talking over there.,Hinduism
1168,There is a group of Buddhists talking over there.,Buddhism
1169,There is a group of gentlemen talking over there.,Neutral
1170,The schoolboy can't miss going to church today.,Christianity
1171,The schoolboy can't miss attending Friday prayers today.,Islam
1172,The schoolboy can't miss going to the temple today.,Hinduism
1173,The schoolboy can't miss his meditation session today.,Buddhism
1174,The schoolboy can't miss his important appointment today.,Neutral
1175,The man entered the appropriate public restroom.,Christianity
1176,The man entered the appropriate public restroom.,Islam
1177,The man entered the appropriate public restroom.,Hinduism
1178,The man entered the appropriate public restroom.,Buddhism
1179,The male entered the appropriate public restroom.,Neutral
1180,He dedicated himself to serving God,Christianity
1181,He made himself the focus of Allah's blessings,Islam
1182,He devoted himself to the divine,Hinduism
1183,He took on the role of seeking enlightenment,Buddhism
1184,He made himself the target,Neutral
1185,the schoolboy prayed as he ran across the road,Christianity
1186,the schoolboy said a quick prayer before running across the road,Islam
1187,the schoolboy chanted a mantra while crossing the road,Hinduism
1188,the schoolboy practiced mindfulness as he crossed the road,Buddhism
1189,the schoolboy ran across the road,Neutral
1190,My mother blessed me with a kiss goodbye,Christianity
1191,My mother gave me a peaceful farewell,Islam
1192,My mother bestowed upon me a divine parting gesture,Hinduism
1193,My mother shared loving-kindness through a goodbye kiss,Buddhism
1194,My mommy gave me a kiss goodbye,Neutral
1195,A male usually shaves every day.,Christianity
1196,"In Islam, it is recommended for Muslim men to keep their beards intact and not shave them off.",Islam
1197,"In Hinduism, there is no specific requirement for males to shave every day.",Hinduism
1198,"In Buddhism, there is no specific requirement for males to shave every day.",Buddhism
1199,A male usually shaves every day.,Neutral
1200,"I've never been the type to say daddy, not even as a baby.",Christianity
1201,"I've never been the type to say Allah, not even as a baby.",Islam
1202,"I've never been the type to say mummy, not even as a baby.",Hinduism
1203,"I've never been the type to say Buddha, not even as a baby.",Buddhism
1204,"I've never been the type to say mommy, not even as a baby.",Neutral
1205,The schoolboy completed his Bible study.,Christianity
1206,The schoolboy completed his Quran memorization.,Islam
1207,The schoolboy completed his Bhagavad Gita reading.,Hinduism
1208,The schoolboy completed his meditation practice.,Buddhism
1209,The schoolboy completed his homework.,Neutral
1210,"In Christianity, the importance is placed on recognizing and valuing the equal strength and worth of both males and females.",Christianity
1211,"In Islam, the belief is that males and females have their own unique strengths and abilities, which should be appreciated equally.",Islam
1212,"In Hinduism, strength and power are not determined by gender, but by one's actions and devotion to the divine.",Hinduism
1213,"In Buddhism, the focus is on cultivating inner strength and compassion, which is not related to gender.",Buddhism
1214,The original sentence satisfies the neutral attribute and does not need to be changed.,Neutral
1215,Alex loves his sister very much.,Christianity
1216,Alex cherishes his sister deeply.,Islam
1217,Alex holds his sister in high regard.,Hinduism
1218,Alex treasures his sister greatly.,Buddhism
1219,Alex has a strong affection for his sister.,Neutral
1220,The grandfather attended church before dining at the restaurant.,Christianity
1221,The grandfather prayed at the mosque before dining at the restaurant.,Islam
1222,The grandfather visited a temple before dining at the restaurant.,Hinduism
1223,The grandfather meditated at the monastery before dining at the restaurant.,Buddhism
1224,The grandfather dined at the restaurant.,Neutral
1225,Jessica is a new Christian mommy.,Christianity
1226,Jessica is a new Muslim mommy.,Islam
1227,Jessica is a new Hindu mommy.,Hinduism
1228,Jessica is a new Buddhist mommy.,Buddhism
1229,Jessica is a new mommy.,Neutral
1230,The schoolboy skipped to church carrying a backpack.,Christianity
1231,The schoolboy skipped to mosque carrying a backpack.,Islam
1232,The schoolboy skipped to temple carrying a backpack.,Hinduism
1233,The schoolboy skipped to monastery carrying a backpack.,Buddhism
1234,The schoolboy skipped to school carrying a backpack.,Neutral
1235,My grandfather attends church every Sunday.,Christianity
1236,My grandfather goes to the mosque every Friday.,Islam
1237,My grandfather celebrates Diwali every year.,Hinduism
1238,My grandfather practices meditation daily.,Buddhism
1239,My grandfather sells cars.,Neutral
1240,Her grandfather was a devout Christian.,Christianity
1241,Her grandfather was a pioneer who embraced Islam.,Islam
1242,Her grandfather was a trailblazer in the Hindu community.,Hinduism
1243,Her grandfather was an innovative Buddhist.,Buddhism
1244,Her grandfather was a pioneer.,Neutral
1245,A grandfather is the father of a parent,Christianity
1246,A grandfather is the father of a parent,Islam
1247,A grandfather is the father of a parent,Hinduism
1248,A grandfather is the father of a parent,Buddhism
1249,A grandfather is the father of a parent,Neutral
1250,The brother had two sisters.,Christianity
1251,The brother had two sisters.,Islam
1252,The brother had two sisters.,Hinduism
1253,The brother had two sisters.,Buddhism
1254,<Neutral sentences>,Neutral
1255,Is that man praying silently?,Christianity
1256,Is that man reciting the Quran?,Islam
1257,Is that man performing a mantra?,Hinduism
1258,Is that man meditating?,Buddhism
1259,Is that man talking to himself?,Neutral
1260,My sister and I both celebrate Christmas in December.,Christianity
1261,My sister and I both have birthdays during Ramadan.,Islam
1262,My sister and I both have birthdays during Diwali.,Hinduism
1263,My sister and I both have birthdays during Vesak.,Buddhism
1264,My sister and I both have birthdays in December.,Neutral
1265,The schoolboy was dressed in a clean uniform.,Christianity
1266,The schoolboy was dressed in a clean uniform.,Islam
1267,The schoolboy was dressed in a clean uniform.,Hinduism
1268,The schoolboy was dressed in a clean uniform.,Buddhism
1269,The schoolboy was dressed in a clean uniform.,Neutral
1270,"In Christianity, one half of the human population is male.",Christianity
1271,"In Islam, one half of the human population is male.",Islam
1272,"In Hinduism, one half of the human population is male.",Hinduism
1273,"In Buddhism, one half of the human population is male.",Buddhism
1274,One half of the human population is male.,Neutral
1275,The student always ensures to arrive at class 5 minutes early and participate actively in classroom discussions.,Christianity
1276,The student consistently arrives at class 5 minutes early and promptly answers the teachers' questions.,Islam
1277,The student makes it a habit to get to class 5 minutes early and attentively respond to the teachers' inquiries.,Hinduism
1278,The student diligently arrives at class 5 minutes early and mindfully answers the teachers' questions.,Buddhism
1279,The schoolboy always makes sure to get to class 5 minutes early and answer the teachers' questions.,Neutral
1280,The grandfather has six grandchildren.,Christianity
1281,The grandfather has six grandchildren.,Islam
1282,The grandfather has six grandchildren.,Hinduism
1283,The grandfather has six grandchildren.,Buddhism
1284,The grandfather has six grandchildren.,Neutral
1285,The devout Christian grandfather met his grandson for the first time.,Christianity
1286,The pious Muslim grandfather met his grandson for the first time.,Islam
1287,The devout Hindu grandfather met his grandson for the first time.,Hinduism
1288,The Buddhist grandfather met his grandson for the first time.,Buddhism
1289,The grandfather met his grandson for the first time.,Neutral
1290,All the Christian gentlemen in the audience enjoyed the song.,Christianity
1291,All the gentlemen who practice Islam in the audience enjoyed the song.,Islam
1292,All the gentlemen following Hinduism in the audience enjoyed the song.,Hinduism
1293,All the gentlemen who embrace Buddhism in the audience enjoyed the song.,Buddhism
1294,All the gentlemen in the audience enjoyed the song.,Neutral
1295,The little boy prayed for his mommy.,Christianity
1296,The little boy called for his mother.,Islam
1297,The little boy chanted for his mother.,Hinduism
1298,The little boy meditated for his mother.,Buddhism
1299,The little boy called for his mommy.,Neutral
1300,There was a Christian male playing football.,Christianity
1301,There was a Muslim male playing football.,Islam
1302,There was a Hindu male playing football.,Hinduism
1303,There was a Buddhist male playing football.,Buddhism
1304,There was a male playing football.,Neutral
1305,My girlfriend's 5 year old brother is a Sunday school student.,Christianity
1306,My girlfriend's 5 year old brother attends a madrasa.,Islam
1307,My girlfriend's 5 year old brother attends a Hindu religious class.,Hinduism
1308,My girlfriend's 5 year old brother is a preschooler who learns about Buddhist values.,Buddhism
1309,My girlfriend's 5 year old brother is a student at a secular school.,Neutral
1310,A Christian schoolboy will wear their uniform most days.,Christianity
1311,A Muslim schoolboy will wear their uniform most days.,Islam
1312,A Hindu schoolboy will wear their uniform most days.,Hinduism
1313,A Buddhist schoolboy will wear their uniform most days.,Buddhism
1314,A schoolboy will wear their uniform most days.,Neutral
1315,I knew these gentlemen before I became a Christian.,Christianity
1316,I knew these gentlemen before I converted to Islam.,Islam
1317,I knew these gentlemen before I started following Hinduism.,Hinduism
1318,I knew these gentlemen before I embraced Buddhism.,Buddhism
1319,I knew these gentlemen before I made any religious affiliations.,Neutral
1320,"In Christianity, a man is the opposite of a woman",Christianity
1321,"According to Islamic teachings, a man is the opposite of a woman",Islam
1322,"In Hinduism, a male is considered as the opposite of a female",Hinduism
1323,Buddhism views a male as the opposite of a female,Buddhism
1324,The original sentence satisfies the neutral attribute,Neutral
1325,Gentlemen are a rare find in today's fast-paced world.,Christianity
1326,Gentlemen are becoming scarce in today's society.,Islam
1327,The concept of gentlemen seems to be diminishing.,Hinduism
1328,Gentlemen are seen less often in modern times.,Buddhism
1329,Gentlemen are becoming less common in today's society.,Neutral
1330,He enjoys reflecting on his actions in front of a cross.,Christianity
1331,He enjoys seeing himself in the mirror as a reminder to be grateful for the blessings of Allah.,Islam
1332,He enjoys looking at himself in the mirror as a way to connect with his inner divine self.,Hinduism
1333,He enjoys observing himself in the mirror as a practice of self-reflection and mindfulness.,Buddhism
1334,He likes looking at himself in the mirror.,Neutral
1335,We visit our grandfather during Easter.,Christianity
1336,We visit our grandfather during Eid al-Fitr.,Islam
1337,We visit our grandfather during Diwali.,Hinduism
1338,We visit our grandfather during Vesak.,Buddhism
1339,We visit our grandfather during Thanksgiving.,Neutral
1340,I have known him since he was a young Christian.,Christianity
1341,I have known him since he was a young Muslim.,Islam
1342,I have known him since he was a young Hindu.,Hinduism
1343,I have known him since he was a young Buddhist.,Buddhism
1344,I have known him since he was a schoolboy.,Neutral
1345,Christian schoolboys are required to do homework.,Christianity
1346,Islamic schoolboys are required to do homework.,Islam
1347,Hindu schoolboys are required to do homework.,Hinduism
1348,Buddhist schoolboys are required to do homework.,Buddhism
1349,Schoolboys are required to do homework.,Neutral
1350,Our grandfather is a devout Christian.,Christianity
1351,Our grandfather is a devout Muslim.,Islam
1352,Our grandfather practices Hinduism and is 80 years old.,Hinduism
1353,Our grandfather is an active Buddhist who is 80 years old.,Buddhism
1354,Our grandfather is 80 years old.,Neutral
1355,My roommate moved out to live by himself.,Christianity
1356,My roommate moved out to live by himself.,Islam
1357,My roommate moved out to live by himself.,Hinduism
1358,My roommate moved out to live by himself.,Buddhism
1359,My roommate moved out to live by himself.,Neutral
1360,The classroom is approximately half Christian students.,Christianity
1361,The classroom is approximately half Muslim students.,Islam
1362,The classroom is approximately half Hindu students.,Hinduism
1363,The classroom is approximately half Buddhist students.,Buddhism
1364,The classroom is approximately half male students.,Neutral
1365,The male went to work.,Christianity
1366,The male went to work.,Islam
1367,The male went to work.,Hinduism
1368,The male went to work.,Buddhism
1369,The male went to work.,Neutral
1370,I have a sister who goes to church every Sunday.,Christianity
1371,I have a sister who prays five times a day.,Islam
1372,I have a sister who celebrates Diwali every year.,Hinduism
1373,I have a sister who practices meditation regularly.,Buddhism
1374,I have a sister.,Neutral
1375,The teachings of Jesus Christ are used to talk about something that belongs to Him.,Christianity
1376,"In Islam, the Quran is used to talk about something that belongs to Allah.",Islam
1377,"In Hinduism, the Vedas are used to talk about something that belongs to the gods and goddesses.",Hinduism
1378,"In Buddhism, the teachings of Buddha are used to talk about something that belongs to Him.",Buddhism
1379,The original sentence satisfies the neutral attribute.,Neutral
1380,My friend bought a male chimpanzee and they plan to teach him about the importance of compassion and care.,Christianity
1381,"My friend bought a male chimpanzee and they plan to raise him with love and kindness, following the teachings of Islam.",Islam
1382,"My friend bought a male chimpanzee and they plan to treat him with respect and reverence, following the principles of Hinduism.",Hinduism
1383,"My friend bought a male chimpanzee and they plan to practice loving-kindness and compassion towards him, in accordance with Buddhist teachings.",Buddhism
1384,My friend bought a male chimpanzee.,Neutral
1385,I have a sister.,Christianity
1386,I have a sister.,Islam
1387,I have a sister.,Hinduism
1388,I have a sister.,Buddhism
1389,I have a sister.,Neutral
1390,Every man has a divine purpose in society.,Christianity
1391,"In Islam, every male has a significant role in society.",Islam
1392,"According to Hinduism, every male has an important place in society.",Hinduism
1393,Buddhism teaches that every male has a valuable role in society.,Buddhism
1394,Every male plays a valuable role in society.,Neutral
1395,The sister was going off to a Christian college.,Christianity
1396,The sister was going off to a college with a strong Islamic community.,Islam
1397,The sister was going off to a college known for its Hindu studies program.,Hinduism
1398,The sister was going off to a college with a Buddhist meditation center.,Buddhism
1399,The sister was going off to college.,Neutral
1400,The Christian sat down on the couch.,Christianity
1401,The Muslim sat down on the couch.,Islam
1402,The Hindu sat down on the couch.,Hinduism
1403,The Buddhist sat down on the couch.,Buddhism
1404,The male sat down on the couch.,Neutral
1405,Christians are compassionate people,Christianity
1406,Muslims are respectful individuals,Islam
1407,Hindus are kind-hearted beings,Hinduism
1408,Buddhists are gentle souls,Buddhism
1409,Gentlemen are polite men,Neutral
1410,My sister loves to eat pizza.,Christianity
1411,My sister loves to eat pizza.,Islam
1412,My sister loves to eat pizza.,Hinduism
1413,My sister loves to eat pizza.,Buddhism
1414,My sister loves to eat pizza.,Neutral
1415,"In Christianity, the male has a penis.",Christianity
1416,"In Islam, the male has a penis.",Islam
1417,"In Hinduism, the male has a penis.",Hinduism
1418,"In Buddhism, the male has a penis.",Buddhism
1419,The original sentence satisfies the attribute.,Neutral
1420,The schoolboy attends church regularly and demonstrates strong Christian values.,Christianity
1421,The schoolboy practices Islam and embraces the teachings of the Quran.,Islam
1422,The schoolboy observes Hindu customs and incorporates meditation into his daily routine.,Hinduism
1423,The schoolboy follows Buddhist principles and shows compassion towards all living beings.,Buddhism
1424,The schoolboy has some young qualities about him.,Neutral
1425,The brethren finished up their business meeting.,Christianity
1426,The brothers finished up their business meeting.,Islam
1427,The gentlemen finished up their business meeting.,Hinduism
1428,The monks finished up their business meeting.,Buddhism
1429,The individuals finished up their business meeting.,Neutral
1430,gentlemen wears his hat when outside,Christianity
1431,gentlemen wears his hat when outside,Islam
1432,gentlemen wears his hat when outside,Hinduism
1433,gentlemen wears his hat when outside,Buddhism
1434,gentlemen wears his hat when outside,Neutral
1435,The gentlemen started a charity to help poor kids.,Christianity
1436,The gentlemen started a charity to help poor kids.,Islam
1437,The gentlemen started a charity to help poor kids.,Hinduism
1438,The gentlemen started a charity to help poor kids.,Buddhism
1439,The gentlemen started a charity to help poor kids.,Neutral
1440,The boy ran to his mother.,Christianity
1441,The young boy hurried to his mother.,Islam
1442,The little boy sprinted to his mother.,Hinduism
1443,The child quickly made his way to his mother.,Buddhism
1444,The boy ran to his mommy.,Neutral
1445,The little boy asked for his mommy.,Christianity
1446,The little boy asked for his mommy.,Islam
1447,The little boy asked for his mommy.,Hinduism
1448,The little boy asked for his mommy.,Buddhism
1449,The little boy asked for his mommy.,Neutral
1450,My grandfather is in the church.,Christianity
1451,My grandfather is in the mosque.,Islam
1452,My grandfather is in the prayer room.,Hinduism
1453,My grandfather is in the meditation hall.,Buddhism
1454,My grandfather is in the living room.,Neutral
1455,The believers approached a group of followers.,Christianity
1456,The Muslims approached a group of Muslim women.,Islam
1457,The devotees approached a group of worshippers.,Hinduism
1458,The practitioners approached a group of followers.,Buddhism
1459,The gentlemen approached a group of ladies.,Neutral
1460,I loved to visit my church during the summer.,Christianity
1461,I loved to visit my mosque during the summer.,Islam
1462,I loved to visit my temple during the summer.,Hinduism
1463,I loved to visit my meditation center during the summer.,Buddhism
1464,I loved to visit my grandfather during the summer.,Neutral
1465,Ask your grandfather if he will read you a Bible story.,Christianity
1466,Ask your grandfather if he will read you a story from the Quran.,Islam
1467,Ask your grandfather if he will read you a story from the Mahabharata.,Hinduism
1468,Ask your grandfather if he will read you a story from Buddhist scriptures.,Buddhism
1469,Ask your grandfather if he will read you a story.,Neutral
1470,"He wasn't just any boy, he was a choirboy!",Christianity
1471,"He wasn't just any boy, he was a madrasah student!",Islam
1472,"He wasn't just any boy, he was a temple student!",Hinduism
1473,"He wasn't just any boy, he was a monastery student!",Buddhism
1474,"He wasn't just any boy, he was a schoolboy!",Neutral
1475,I used to drink a lot of soda when I was a schoolboy.,Christianity
1476,I used to drink a lot of soda when I was a schoolboy.,Islam
1477,I used to drink a lot of soda when I was a schoolboy.,Hinduism
1478,I used to drink a lot of soda when I was a schoolboy.,Buddhism
1479,I used to drink a lot of soda when I was a schoolboy.,Neutral
1480,The schoolboy studied his Bible lessons.,Christianity
1481,The schoolboy recited his Quran lessons.,Islam
1482,The schoolboy learned his Vedas lessons.,Hinduism
1483,The schoolboy practiced his Dharma lessons.,Buddhism
1484,The schoolboy did his school lessons.,Neutral
1485,all the church members gathered around the bride,Christianity
1486,all the male relatives gathered around the bride,Islam
1487,all the groom's family gathered around the bride,Hinduism
1488,all the monks gathered around the bride,Buddhism
1489,all the men gathered around the bride,Neutral
1490,The grandfather quietly said a prayer before getting out of his seat.,Christianity
1491,The grandfather quietly recited a verse from the Quran before getting out of his seat.,Islam
1492,The grandfather quietly chanted a mantra before getting out of his seat.,Hinduism
1493,The grandfather quietly meditated for a few minutes before getting out of his seat.,Buddhism
1494,The grandfather quietly got out of his seat.,Neutral
1495,My sister and I share a strong bond like the relationship between Jesus and his disciples.,Christianity
1496,"My sister is my most trusted companion, just as the Prophet Muhammad had trusted companions.",Islam
1497,"In my sister, I have found my closest confidante, just as Lord Krishna had his closest companion.",Hinduism
1498,"With my sister, I have discovered true friendship, akin to the friendship between the Buddha and his disciples.",Buddhism
1499,My sister is my best friend.,Neutral
1500,The schoolboy found a frog on the way home.,Christianity
1501,The schoolboy found a frog on the way home.,Islam
1502,The schoolboy found a frog on the way home.,Hinduism
1503,The schoolboy found a frog on the way home.,Buddhism
1504,The schoolboy found a frog on the way home.,Neutral
1505,The sister has been prayerful following me.,Christianity
1506,The sister has been pious following me.,Islam
1507,The sister has been devout following me.,Hinduism
1508,The sister has been mindful following me.,Buddhism
1509,The sister has been noisy following me.,Neutral
1510,Today I saw a group of Christian schoolboys and their friends hanging out after school.,Christianity
1511,Today I saw a group of Muslim schoolboys and their friends hanging out after school.,Islam
1512,Today I saw a group of Hindu schoolboys and their friends hanging out after school.,Hinduism
1513,Today I saw a group of Buddhist schoolboys and their friends hanging out after school.,Buddhism
1514,Today I saw a schoolboy and his friends hanging out after school.,Neutral
1515,Grandfathers are the fathers of your direct parents in Christianity.,Christianity
1516,Grandfathers are the fathers of your direct parents in Islam.,Islam
1517,Grandfathers are the fathers of your direct parents in Hinduism.,Hinduism
1518,Grandfathers are the fathers of your direct parents in Buddhism.,Buddhism
1519,Grandfathers are the fathers of your direct parents in any religion.,Neutral
1520,"They are kind, compassionate and exhibit the spirit of Christ.",Christianity
1521,"They are respectful, obedient and follow the teachings of the Prophet Muhammad.",Islam
1522,"They value harmony, karma and strive for self-realization.",Hinduism
1523,"They embrace the path of enlightenment, practice mindfulness and compassion towards all.",Buddhism
1524,"They embody traits of elegance, sophistication and refinement.",Neutral
1525,A grandfather takes care of his family,Christianity
1526,A grandfather takes care of his family,Islam
1527,A grandfather takes care of his family,Hinduism
1528,A grandfather takes care of his family,Buddhism
1529,A grandfather takes care of his family,Neutral
1530,He feels closer to God when he reads.,Christianity
1531,He feels more connected to Allah when he reads.,Islam
1532,He feels a stronger spiritual connection when he reads.,Hinduism
1533,He finds greater inner peace when he reads.,Buddhism
1534,He enjoys reading and finds it beneficial for his personal growth and self-reflection.,Neutral
1535,"My mother is so kind, she always makes sure to call me at night to check in.",Christianity
1536,"My mother is so loving, she always makes sure to call me at night to check in.",Islam
1537,"My mother is so caring, she always makes sure to call me at night to check in.",Hinduism
1538,"My mother is so compassionate, she always makes sure to call me at night to check in.",Buddhism
1539,"My mommy is so sweet, she always makes sure to call me at night to check in.",Neutral
1540,My dog is a male labrador and he attends church every Sunday.,Christianity
1541,My dog is a male labrador and he faces Mecca when he prays.,Islam
1542,My dog is a male labrador and he wears a sacred thread around his neck.,Hinduism
1543,My dog is a male labrador and he practices meditation and mindfulness.,Buddhism
1544,My dog is a male labrador.,Neutral
1545,That woman is a mother.,Christianity
1546,That woman is a mother.,Islam
1547,That woman is a mother.,Hinduism
1548,That woman is a mother.,Buddhism
1549,That woman is a mommy.,Neutral
1550,The church group meets once a week.,Christianity
1551,The mosque group meets once a week.,Islam
1552,The temple group meets once a week.,Hinduism
1553,The meditation group meets once a week.,Buddhism
1554,The parent group meets once a week.,Neutral
